problem_id,date
5b817c2a0ce070ace8002be0,2023-04-22T13:49:49.588+0000
5571f712ddf00b54420000ee,2023-04-20T17:42:14.126+0000
5264d2b162488dc400000001,2023-04-20T17:32:28.547+0000
541c8630095125aba6000c00,2023-04-20T17:29:07.363+0000
5981ff1daf72e8747d000091,2023-04-19T18:34:38.470+0000
5a03af9606d5b65ff7000009,2023-04-19T18:22:15.910+0000
52adc142b2651f25a8000643,2023-04-19T18:12:51.486+0000
54fe05c4762e2e3047000add,2023-04-19T18:10:13.459+0000
53f0f358b9cb376eca001079,2023-04-19T18:08:39.907+0000
55a144eff5124e546400005a,2023-04-19T18:07:51.568+0000
52b305bec65ea40fe90007a7,2023-04-18T18:27:40.934+0000
54da5a58ea159efa38000836,2023-04-18T18:19:17.774+0000
54b42f9314d9229fd6000d9c,2023-04-18T18:14:46.423+0000
54bf1c2cd5b56cc47f0007a1,2023-04-18T18:10:29.528+0000
534d2f5b5371ecf8d2000a08,2023-04-18T17:12:12.110+0000
58f5c63f1e26ecda7e000029,2023-04-18T17:09:01.181+0000
52998bf8caa22d98b800003a,2023-04-18T17:03:35.259+0000
566044325f8fddc1c000002c,2023-04-18T17:02:17.388+0000
5637b03c6be7e01d99000046,2023-04-18T17:00:08.170+0000
56a921fa8c5167d8e7000053,2023-04-18T16:56:11.043+0000
558fc85d8fd1938afb000014,2023-04-18T16:49:48.553+0000
56576f82ab83ee8268000059,2023-04-18T16:46:15.901+0000
54bf85e3d5b56c7a05000cf9,2023-04-18T16:44:05.715+0000
56cd44e1aa4ac7879200010b,2023-04-17T18:07:27.032+0000
582cb0224e56e068d800003c,2023-04-08T14:49:00.663+0000
5ab6538b379d20ad880000ab,2023-04-17T18:05:01.937+0000
57e3f79c9cb119374600046b,2023-04-17T18:04:02.137+0000
5545f109004975ea66000086,2023-04-17T18:01:39.112+0000
51f2b4448cadf20ed0000386,2023-04-10T16:53:32.655+0000
5a03b3f6a1c9040084001765,2023-04-08T15:24:45.419+0000
59bfe5f15227ddf81900007b,2023-04-08T15:20:55.441+0000
58ce8725c835848ad6000007,2023-04-08T15:13:48.626+0000
576bb71bbbcf0951d5000044,2023-03-31T13:29:12.165+0000
57356c55867b9b7a60000bd7,2023-03-31T09:01:12.001+0000
582cd9033c1acf1d45000052,2023-03-31T06:10:18.776+0000
563a631f7cbbc236cf0000c2,2023-03-31T06:07:28.588+0000
5625618b1fe21ab49f00001f,2023-03-31T06:04:12.816+0000
55cb632c1a5d7b3ad0000145,2023-03-31T06:00:33.014+0000
58261acb22be6e2ed800003a,2023-03-29T09:02:07.896+0000
57a0e5c372292dd76d000d7e,2023-03-27T12:31:12.252+0000
56bc28ad5bdaeb48760009b0,2023-03-27T11:00:44.662+0000
55a70521798b14d4750000a4,2023-03-27T10:22:19.563+0000
57b06f90e298a7b53d000a86,2023-03-24T08:18:21.929+0000
563b662a59afc2b5120000c6,2023-03-10T13:53:14.706+0000
525f50e3b73515a6db000b83,2023-03-24T07:29:43.248+0000
5acbc3b3481ebb23a400007d,2023-03-24T07:27:08.880+0000
597d75744f4190857a00008d,2023-03-24T07:25:15.629+0000
53dc23c68a0c93699800041d,2023-03-17T21:27:52.960+0000
59ca8246d751df55cc00014c,2023-03-13T18:32:54.494+0000
57a429e253ba3381850000fb,2023-03-12T08:29:23.016+0000
5648b12ce68d9daa6b000099,2023-03-11T20:57:32.858+0000
5601409514fc93442500010b,2023-03-11T17:14:41.638+0000
57a0885cbb9944e24c00008e,2023-03-11T15:56:53.707+0000
55f73be6e12baaa5900000d4,2023-03-11T15:51:20.213+0000
55a2d7ebe362935a210000b2,2023-03-11T15:50:33.460+0000
537e18b6147aa838f600001b,2023-03-11T13:55:50.542+0000
5254ca2719453dcc0b00027d,2023-03-11T12:12:22.763+0000
55f9b48403f6b87a7c0000bd,2023-03-11T07:09:48.758+0000
551b4501ac0447318f0009cd,2023-03-10T22:09:44.563+0000
53dc54212259ed3d4f00071c,2023-03-10T20:51:30.118+0000
554b4ac871d6813a03000035,2023-03-10T19:24:45.517+0000
53da3dbb4a5168369a0000fe,2023-03-10T19:14:24.691+0000
5259b20d6021e9e14c0010d4,2023-03-10T16:59:34.322+0000
57eae20f5500ad98e50002c5,2023-03-10T16:12:47.854+0000
56dec885c54a926dcd001095,2023-03-10T16:07:51.330+0000
55908aad6620c066bc00002a,2023-03-10T11:40:16.708+0000
5583090cbe83f4fd8c000051,2023-03-10T09:11:44.810+0000
58649884a1659ed6cb000072,2023-03-09T14:31:18.305+0000
5772da22b89313a4d50012f7,2023-03-09T13:08:16.999+0000
523b4ff7adca849afe000035,2023-03-09T12:58:55.478+0000
56676e8fabd2d1ff3000000c,2023-03-09T12:22:30.652+0000
5bb904724c47249b10000131,2023-03-09T11:37:03.255+0000
57f781872e3d8ca2a000007e,2023-03-09T11:27:04.881+0000
57f780909f7e8e3183000078,2023-03-09T11:23:24.232+0000
53ee5429ba190077850011d4,2023-03-09T11:14:52.168+0000
5b077ebdaf15be5c7f000077,2023-03-09T11:10:53.448+0000
55f9bca8ecaa9eac7100004a,2023-03-09T11:06:06.719+0000
55d24f55d7dd296eb9000030,2023-03-09T11:03:00.229+0000
5265326f5fda8eb1160004c8,2023-03-09T10:50:22.782+0000
515e271a311df0350d00000f,2023-03-09T10:49:15.158+0000
5279f6fe5ab7f447890006a7,2023-03-09T07:29:20.666+0000
525c65e51bf619685c000059,2023-03-09T06:57:47.386+0000
55aa075506463dac6600010d,2023-03-08T19:40:01.996+0000
521c2db8ddc89b9b7a0000c1,2023-03-08T18:20:14.445+0000
51c8e37cee245da6b40000bd,2023-03-08T15:27:52.412+0000
5552101f47fc5178b1000050,2023-03-08T14:26:51.851+0000
554ca54ffa7d91b236000023,2023-03-08T11:33:54.167+0000
52685f7382004e774f0001f7,2023-03-08T11:18:55.462+0000
5208f99aee097e6552000148,2023-03-08T11:12:30.259+0000
5526fc09a1bbd946250002dc,2023-03-08T09:38:39.639+0000
54e6533c92449cc251001667,2023-03-08T06:33:05.228+0000
54da539698b8a2ad76000228,2023-03-07T20:09:09.139+0000
5412509bd436bd33920011bc,2023-03-07T19:24:39.991+0000
523f5d21c841566fde000009,2023-03-07T19:19:10.251+0000
5641275f07335295f10000d0,2023-03-07T19:16:11.237+0000
555086d53eac039a2a000083,2023-03-07T19:10:17.873+0000
53af2b8861023f1d88000832,2023-03-07T19:08:51.647+0000
5556282156230d0e5e000089,2023-03-07T19:04:38.040+0000
50654ddff44f800200000004,2023-03-07T19:01:20.838+0000
